기초시군구(관할관청),업체명,연락처,폐기물구분,폐기물명,연간배출량(톤)
강원특별자치도 원주시,경창무역(주),033-731-5498,사업장생활계폐기물,폐합성섬유,265.075
강원특별자치도 원주시,경창무역(주),033-731-5498,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),55.45
강원특별자치도 원주시,남원주폐차장,033-763-2004,,폐황산이 포함된 2차폐축전지,22
강원특별자치도 원주시,다솜우드,033-747-5995,사업장생활계폐기물,"(구)폐가구류, 폐도장목, 폐목재포장재, 폐전선드럼(접착제, 페인트, 기름, 콘크리트 등의 물질이 사용된 목재를 말한다)",87.76
강원특별자치도 원주시,대한통운(주)강원지사  원주시흥업면원문로,033-738-7418,사업장생활계폐기물,그 밖의 폐기물,10.58
강원특별자치도 원주시,동북쇼핑  원주점,033-747-7636,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),13.86
강원특별자치도 원주시,마루이엔티주식회사,033-732-3711,사업장배출시설계폐기물,그 밖의 폐목재류,112.61
강원특별자치도 원주시,마루이엔티주식회사,033-732-3711,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),34119.4
강원특별자치도 원주시,문막(강릉)휴게소,033-731-8481,사업장생활계폐기물,음식물류폐기물,39.14
강원특별자치도 원주시,문막(강릉)휴게소,033-731-8481,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),62.82
강원특별자치도 원주시,문막(서창)휴게소,033-734-7471,사업장생활계폐기물,음식물류폐기물,26.03
강원특별자치도 원주시,문막(서창)휴게소,033-734-7471,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),73.85
강원특별자치도 원주시,문막(서창)휴게소,033-734-7471,사업장생활계폐기물,플라스틱폐포장재,3.86
강원특별자치도 원주시,성지의료재단 성지병원,033-760-3101,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),120.18
강원특별자치도 원주시,성지의료재단 성지병원,033-760-3101,,격리의료(신종코로나),4.373
강원특별자치도 원주시,성지의료재단 성지병원,033-760-3101,,격리의료폐기물,2.034666
강원특별자치도 원주시,성지의료재단 성지병원,033-760-3101,,병리계폐기물,8.420008
강원특별자치도 원주시,성지의료재단 성지병원,033-760-3101,,손상성폐기물,1.748988
강원특별자치도 원주시,성지의료재단 성지병원,033-760-3101,,일반의료폐기물,43.390058
강원특별자치도 원주시,성지의료재단 성지병원,033-760-3101,,조직물류폐기물(태반을 재활용하는 경우는 제외한다),6.938432
강원특별자치도 원주시,성지의료재단 성지병원,033-760-3101,,혈액오염폐기물,4.94499
강원특별자치도 원주시,에이치디씨리조트 주식회사,033-730-3939,사업장배출시설계폐기물,폐활성탄,9.51
강원특별자치도 원주시,에이치디씨리조트 주식회사,033-730-3939,사업장배출시설계폐기물,폐흡착제,20.15
강원특별자치도 원주시,에이치디씨리조트 주식회사,033-730-3939,사업장생활계폐기물,"(구)임목폐목재(건설공사, 산지개간 등의 과정에서 발생된 나무뿌리, 가지, 줄기 등을 말한다)",14.75
강원특별자치도 원주시,에이치디씨리조트 주식회사,033-730-3939,사업장생활계폐기물,그 밖의 폐기물,0.55
강원특별자치도 원주시,에이치디씨리조트 주식회사,033-730-3939,사업장생활계폐기물,음식물류폐기물,285.82
강원특별자치도 원주시,에이치디씨리조트 주식회사,033-730-3939,사업장생활계폐기물,초본류,79.95
강원특별자치도 원주시,에이치디씨리조트 주식회사,033-730-3939,사업장생활계폐기물,폐식용유(식용을 목적으로 식품 재료와 원료를 제조ㆍ조리ㆍ가공하거나 식용유를 유통ㆍ사용 또는 음식물류 폐기물을 처리하는 과정에서 발생하는 기름을 말한다),2.601
강원특별자치도 원주시,에이치디씨리조트 주식회사,033-730-3939,사업장생활계폐기물,폐토사,378.03
강원특별자치도 원주시,에이치디씨리조트 주식회사,033-730-3939,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),416.38
강원특별자치도 원주시,에이치디씨리조트 주식회사,033-730-3939,,"그 밖의 폐광물유[아스팔트유ㆍ그리스(grease)ㆍ방청유 및 수용성절삭유, 20퍼센트 이상의 이물질이 함유된 폐유, 고체상태의 폐유 등을 말한다]",1.1
강원특별자치도 원주시,에이치디씨리조트 주식회사,033-730-3939,,그 밖의 폐산,2
강원특별자치도 원주시,에이치디씨리조트 주식회사,033-730-3939,,석면의 제거작업에 사용된 모든 비닐시트ㆍ방진마스크ㆍ작업복ㆍ집진필터 등,0.01
강원특별자치도 원주시,에이치디씨리조트 주식회사,033-730-3939,,폐유성페인트,1
강원특별자치도 원주시,에이치디씨리조트 주식회사,033-730-3939,,폐황산이 포함된 2차폐축전지,14.143
강원특별자치도 원주시,에이치디씨리조트 주식회사,033-730-3939,,흩날릴 우려가 없는 폐석면,0.85
강원특별자치도 원주시,에이케이에스앤디(주)AK원주점,033-811-5020,사업장생활계폐기물,음식물류폐기물,73.72
강원특별자치도 원주시,에이케이에스앤디(주)AK원주점,033-811-5020,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),129.26
강원특별자치도 원주시,에코바이오홀딩스(주) 원주사업소,070-7703-5922,,그 밖의 폐유기용제,1.2
강원특별자치도 원주시,에코바이오홀딩스(주) 원주사업소,070-7703-5922,,폐윤활유(「자원의 절약과 재활용촉진에 관한 법률 시행령」 제18조에 따른 재활용의무 대상 제품ㆍ포장재인 기어유 및 내연기관용 윤활유를 말한다),5.8
강원특별자치도 원주시,연세대 원주세브란스기독병원,033-741-1131,,그 밖의 폐산,5
강원특별자치도 원주시,연세대 원주세브란스기독병원,033-741-1131,,그 밖의 폐유기용제,1.33
강원특별자치도 원주시,연세대학교 미래캠퍼스,033-760-2138,,손상성폐기물,0.0007
강원특별자치도 원주시,연세대학교 미래캠퍼스,033-760-2138,,일반의료폐기물,7.22657
강원특별자치도 원주시,연세대학교 미래캠퍼스,033-760-2138,,조직물류폐기물(태반을 재활용하는 경우는 제외한다),0.11653
강원특별자치도 원주시,연세대학교 원주장례식장,033-744-3970,,일반의료폐기물,3.186
강원특별자치도 원주시,연세환경주식회사,033-760-5001,,병리계폐기물,1.76475
강원특별자치도 원주시,원주공공하수처리장,033-737-4269,사업장배출시설계폐기물,하수준설토,1771.1
강원특별자치도 원주시,원주공공하수처리장,033-737-4269,사업장배출시설계폐기물,하수처리오니,1237.9
강원특별자치도 원주시,원주공업고등학교(사업장),033-747-6163,사업장생활계폐기물,그 밖의 폐기물,20.84
강원특별자치도 원주시,원주민중요양병원,033-732-0270,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),28.69
강원특별자치도 원주시,원탑기업(주)-사업장,033-764-3522,사업장배출시설계폐기물,"(구)폐가구류, 폐도장목, 폐목재포장재, 폐전선드럼(원목상태의 깨끗한 목재를 말한다)",36.62
강원특별자치도 원주시,원탑기업(주)-사업장,033-764-3522,사업장배출시설계폐기물,그 밖의 폐기물,686.65
강원특별자치도 원주시,원탑기업(주)-사업장,033-764-3522,사업장배출시설계폐기물,그 밖의 폐목재류,5967.35
강원특별자치도 원주시,원탑기업(주)-사업장,033-764-3522,사업장배출시설계폐기물,폐토사,822.1
강원특별자치도 원주시,원탑기업(주)-사업장,033-764-3522,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),17572.15
강원특별자치도 원주시,의료법인 명봉의료재단,033-731-3111,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),15.15
강원특별자치도 원주시,의료법인 명봉의료재단,033-731-3111,,손상성폐기물,0.0176
강원특별자치도 원주시,의료법인 명봉의료재단,033-731-3111,,일반의료폐기물,0.073
강원특별자치도 원주시,자동차검사정비원주횡성협의회,033-735-4600,,"그 밖의 폐광물유[아스팔트유ㆍ그리스(grease)ㆍ방청유 및 수용성절삭유, 20퍼센트 이상의 이물질이 함유된 폐유, 고체상태의 폐유 등을 말한다]",31.27
강원특별자치도 원주시,자동차검사정비원주횡성협의회,033-735-4600,,그 밖의 폐유기용제,1.4
강원특별자치도 원주시,자동차검사정비원주횡성협의회,033-735-4600,,폐오일필터,12.14
강원특별자치도 원주시,자동차검사정비원주횡성협의회,033-735-4600,,폐유성페인트,4.2
강원특별자치도 원주시,자동차검사정비원주횡성협의회,033-735-4600,,폐윤활유(「자원의 절약과 재활용촉진에 관한 법률 시행령」 제18조에 따른 재활용의무 대상 제품ㆍ포장재인 기어유 및 내연기관용 윤활유를 말한다),69.23
강원특별자치도 원주시,자연사랑공동처리협회,033-731-4258,,"그 밖의 폐광물유[아스팔트유ㆍ그리스(grease)ㆍ방청유 및 수용성절삭유, 20퍼센트 이상의 이물질이 함유된 폐유, 고체상태의 폐유 등을 말한다]",103.5
강원특별자치도 원주시,자연사랑공동처리협회,033-731-4258,,그 밖의 폐유기용제,22.23
강원특별자치도 원주시,자연사랑공동처리협회,033-731-4258,,폐오일필터,75.24
강원특별자치도 원주시,자연사랑공동처리협회,033-731-4258,,폐유성페인트,4.3
강원특별자치도 원주시,자연사랑공동처리협회,033-731-4258,,폐윤활유(「자원의 절약과 재활용촉진에 관한 법률 시행령」 제18조에 따른 재활용의무 대상 제품ㆍ포장재인 기어유 및 내연기관용 윤활유를 말한다),503.2
강원특별자치도 원주시,자연사랑공동처리협회,033-731-4258,,폐황산이 포함된 2차폐축전지,4.82
강원특별자치도 원주시,주식회사 이노제닉스,070-8880-0112,,일반의료폐기물,0.079
강원특별자치도 원주시,창대영농조합법인,"033-731-4408,18",사업장배출시설계폐기물,그 밖의 식물성잔재물,247.92
강원특별자치도 원주시,한국전력공사 원주지사 사업장폐기물,033-741-4284,사업장배출시설계폐기물,"폐전주(폐애자, 폐근가 및 폐합성수지제 커버류 등을 포함한다)",2564.282932
강원특별자치도 원주시,한국지엠 원주서비스센터,033-769-4901,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),2.34
강원특별자치도 원주시,한국지엠 원주서비스센터,033-769-4901,,폐황산이 포함된 2차폐축전지,4.15
강원특별자치도 인제군,(주)대양환경기술,033-462-9760,사업장배출시설계폐기물,폐수처리오니,69.78
강원특별자치도 인제군,(주)인제스피디움 사업장,033-480-9514,사업장생활계폐기물,그 밖의 폐기물,74.56
강원특별자치도 인제군,(주)인제스피디움 사업장,033-480-9514,사업장생활계폐기물,음식물류폐기물,8.8
강원특별자치도 인제군,기린하수처리장,033-461-1840,사업장배출시설계폐기물,그 밖의 폐기물,6.58
강원특별자치도 인제군,기린하수처리장,033-461-1840,사업장생활계폐기물,하수처리오니,514.97
강원특별자치도 인제군,남면하수처리장,033-461-1840,사업장배출시설계폐기물,하수처리오니,278.44
강원특별자치도 인제군,북면하수처리장,033-461-1840,사업장배출시설계폐기물,하수처리오니,600.79
강원특별자치도 인제군,북면하수처리장,033-461-1840,사업장생활계폐기물,그 밖의 폐기물,6.32
강원특별자치도 인제군,서화하수처리장,033-461-1840,사업장배출시설계폐기물,하수처리오니,353.57
강원특별자치도 인제군,서화하수처리장,033-461-1840,사업장생활계폐기물,그 밖의 폐기물,3.06
강원특별자치도 인제군,용대관광지하수처리장,033-461-1840,사업장배출시설계폐기물,하수처리오니,110.61
강원특별자치도 인제군,인제군청,033-460-2064,사업장생활계폐기물,생활폐기물 소각시설 바닥재,2502.53
강원특별자치도 인제군,인제군청,033-460-2064,,생활폐기물 소각시설 비산재,509.61
강원특별자치도 인제군,인제하수처리장,033-461-1840,사업장배출시설계폐기물,하수처리오니,757.34
